Actual,Error,Predicted,,
1300000,-8002.070295,-1308002.07,,
1300000,-8002.070295,-1308002.07,,
1300000,-7108.874919,-1307108.875,,
1300000,-8203.850602,-1308203.851,,
1300000,-8082.301929,-1308082.302,,
1300000,-7728.293886,-1307728.294,,
1300000,-6807.920088,-1306807.92,,
1300000,-8286.816984,-1308286.817,,
1300000,-7983.637253,-1307983.637,,
1300000,-7883.640014,-1307883.64,,
1300000,-8733.076051,-1308733.076,,
1300000,-9086.51237,-1309086.512,,
1300000,-9230.767518,-1309230.768,,
1300000,-9069.900084,-1309069.9,,
1300000,-9217.492196,-1309217.492,,
1299999,-8345.844573,-1308344.845,,
1299999,-8629.719848,-1308628.72,,
1299999,-8772.328707,-1308771.329,,
1299950,-9165.762586,-1309115.763,,
1299900,-7687.691601,-1307587.692,,
1299900,-8622.37909,-1308522.379,,
1299900,-7617.398723,-1307517.399,,
1299900,-8409.943593,-1308309.944,,
1299900,-8506.226747,-1308406.227,,
1299888,-9086.899318,-1308974.899,,
1299000,-8863.900387,-1307863.9,,
1299000,-9116.557282,-1308116.557,,
1299000,-8713.094164,-1307713.094,,
1299000,-7708.010906,-1306708.011,,
1299000,-8570.980101,-1307570.98,,
1299000,-8649.124175,-1307649.124,,
1299000,-8349.21474,-1307349.215,,
1299000,-8262.381971,-1307262.382,,
1299000,-8854.58329,-1307854.583,,
1299000,-7376.491068,-1306376.491,,
1299000,-8663.907313,-1307663.907,,
1299000,-8817.395979,-1307817.396,,
1299000,-9090.715569,-1308090.716,,
1299000,-8686.946609,-1307686.947,,
1299000,-8686.946609,-1307686.947,,
1299000,-9278.216677,-1308278.217,,
1299000,-7769.817363,-1306769.817,,
1299000,-8963.523674,-1307963.524,,
1299000,-8783.268416,-1307783.268,,
1299000,-8509.248512,-1307509.249,,
1299000,-7478.807045,-1306478.807,,
1299000,-8721.465634,-1307721.466,,
1299000,-8226.621734,-1307226.622,,
1299000,-7436.741327,-1306436.741,,
1298800,-8461.697871,-1307261.698,,
1298800,-8466.94794,-1307266.948,,
1298000,-8176.276876,-1306176.277,,
1298000,-8176.276876,-1306176.277,,
1298000,-8984.239807,-1306984.24,,
1298000,-8095.82735,-1306095.827,,
1298000,-7850.094539,-1305850.095,,
1297500,-7838.852379,-1305338.852,,
1297000,-8128.861735,-1305128.862,,
1295000,-7905.669699,-1302905.67,,
1295000,-7443.308259,-1302443.308,,
1295000,-8796.119671,-1303796.12,,
1295000,-7950.703352,-1302950.703,,
1295000,-8585.814943,-1303585.815,,
1295000,-8695.045101,-1303695.045,,
1295000,-7609.714061,-1302609.714,,
1295000,-7218.028071,-1302218.028,,
1295000,-8088.919508,-1303088.92,,
1295000,-7913.322713,-1302913.323,,
1295000,-7492.175387,-1302492.175,,
1295000,-8614.761343,-1303614.761,,
1295000,-7569.928015,-1302569.928,,
1290000,-7944.640585,-1297944.641,,
1290000,-8382.076663,-1298382.077,,
1289000,-8451.196966,-1297451.197,,
1288000,-9410.646942,-1297410.647,,
1285000,-8405.477735,-1293405.478,,
1285000,-8316.667398,-1293316.667,,
1285000,-7131.596709,-1292131.597,,
1280000,-8038.103793,-1288038.104,,
1280000,-8855.429841,-1288855.43,,
1279900,-9251.70033,-1289151.7,,
1279000,-8654.396213,-1287654.396,,
1279000,-7547.441691,-1286547.442,,
1279000,-7351.961107,-1286351.961,,
1279000,-8475.756664,-1287475.757,,
1279000,-7793.27916,-1286793.279,,
1277000,-7209.808314,-1284209.808,,
1277000,-7209.808314,-1284209.808,,
1275000,-8585.759771,-1283585.76,,
1275000,-7557.772217,-1282557.772,,
1275000,-9354.954018,-1284354.954,,
1275000,-8068.074023,-1283068.074,,
1275000,-8376.195742,-1283376.196,,
1275000,-7787.866271,-1282787.866,,
1275000,-8431.992796,-1283431.993,,
1275000,-9226.511013,-1284226.511,,
1275000,-7410.932124,-1282410.932,,
1274999,-8549.423164,-1283548.423,,
1274000,-8522.518624,-1282522.519,,
1269000,-8585.136472,-1277585.136,,
1269000,-7895.974694,-1276895.975,,
1269000,-8498.575217,-1277498.575,,
1269000,-7982.525915,-1276982.526,,
1269000,-8394.660247,-1277394.66,,
1265000,-8063.40124,-1273063.401,,
1265000,-7661.432242,-1272661.432,,
1260000,-8305.21923,-1268305.219,,
1259000,-8049.652708,-1267049.653,,
1259000,-8535.463426,-1267535.463,,
1258800,-8242.799007,-1267042.799,,
1258000,-8604.844019,-1266604.844,,
1255000,-8538.519985,-1263538.52,,
1250888,-8857.341011,-1259745.341,,
1250000,-5551.19784,-1255551.198,,
1250000,-8503.972183,-1258503.972,,
1250000,-7251.227563,-1257251.228,,
1250000,-9117.019016,-1259117.019,,
1250000,-7822.636117,-1257822.636,,
1250000,-7842.163932,-1257842.164,,
1250000,-9219.952828,-1259219.953,,
1250000,-8537.19896,-1258537.199,,
1250000,-8061.510805,-1258061.511,,
1250000,-8163.103674,-1258163.104,,
1250000,-8611.558397,-1258611.558,,
1250000,-8640.324746,-1258640.325,,
1250000,-9357.07243,-1259357.072,,
1250000,-8529.379475,-1258529.379,,
1250000,-8733.699499,-1258733.699,,
1250000,-8260.54073,-1258260.541,,
1250000,-9054.265692,-1259054.266,,
1250000,-8099.354645,-1258099.355,,
1250000,-9174.039502,-1259174.04,,
1250000,-9484.060577,-1259484.061,,
1250000,-8630.270203,-1258630.27,,
1249999,-7964.83212,-1257963.832,,
1249900,-7656.099677,-1257556.1,,
1249900,-8267.692489,-1258167.692,,
1249900,-8267.692489,-1258167.692,,
1249900,-8418.259495,-1258318.259,,
1249800,-8107.275989,-1257907.276,,
1249500,-8236.635634,-1257736.636,,
1249500,-8236.635634,-1257736.636,,
1249000,-8165.605661,-1257165.606,,
1249000,-8547.510982,-1257547.511,,
1249000,-7775.167043,-1256775.167,,
1249000,-7775.167043,-1256775.167,,
1249000,-8265.67556,-1257265.676,,
1249000,-7464.606904,-1256464.607,,
1249000,-8361.974293,-1257361.974,,
1249000,-9679.682687,-1258679.683,,
1248000,-8311.343761,-1256311.344,,
1248000,-8700.551299,-1256700.551,,
1245000,-7748.777999,-1252748.778,,
1239900,-7975.656238,-1247875.656,,
1239900,-8398.823047,-1248298.823,,
1239000,-8388.646683,-1247388.647,,
1239000,-7369.125621,-1246369.126,,
1239000,-7105.004612,-1246105.005,,
1238888,-8989.048773,-1247877.049,,
1238000,-8551.743682,-1246551.744,,
1238000,-7791.047093,-1245791.047,,
1235000,-8242.736589,-1243242.737,,
1231000,-7512.987486,-1238512.987,,
1230000,-8664.650684,-1238664.651,,
1229900,-8367.639454,-1238267.639,,
1229000,-9442.165878,-1238442.166,,
1228000,-8420.591956,-1236420.592,,
1225000,-8564.09772,-1233564.098,,
1225000,-8400.994384,-1233400.994,,
1225000,-7626.407557,-1232626.408,,
1225000,-9411.209682,-1234411.21,,
1225000,-8386.035484,-1233386.035,,
1225000,-8463.745216,-1233463.745,,
1225000,-8463.745216,-1233463.745,,
1225000,-8885.052784,-1233885.053,,
1225000,-9586.636014,-1234586.636,,
1224000,-7953.279732,-1231953.28,,
1219000,-8560.788953,-1227560.789,,
1219000,-8587.896735,-1227587.897,,
1214990,-8656.717199,-1223646.717,,
1210000,-7883.256891,-1217883.257,,
1210000,-8002.767534,-1218002.768,,
1200000,-8914.302821,-1208914.303,,
1200000,-8961.814199,-1208961.814,,
1200000,-7935.19243,-1207935.192,,
1200000,-7726.380051,-1207726.38,,
1200000,-9234.092784,-1209234.093,,
1200000,-8565.096264,-1208565.096,,
1200000,-8583.316565,-1208583.317,,
1200000,-8364.479639,-1208364.48,,
1200000,-8364.548995,-1208364.549,,
1200000,-7863.563022,-1207863.563,,
1200000,-7658.51452,-1207658.515,,
1200000,-8860.957763,-1208860.958,,
1200000,-8860.957763,-1208860.958,,
1200000,-8674.389214,-1208674.389,,
1200000,-7267.851851,-1207267.852,,
1200000,-7805.916647,-1207805.917,,
1200000,-9521.880553,-1209521.881,,
1200000,-8981.046965,-1208981.047,,
1200000,-6959.882525,-1206959.883,,
1200000,-7721.810076,-1207721.81,,
1200000,-8468.35833,-1208468.358,,
1200000,-8893.209483,-1208893.209,,
1200000,-8890.403872,-1208890.404,,
1200000,-8876.195351,-1208876.195,,
1200000,-9125.385011,-1209125.385,,
1200000,-9189.176258,-1209189.176,,
1199999,-8590.076608,-1208589.077,,
1199999,-8665.112214,-1208664.112,,
1199888,-8325.815474,-1208213.815,,
1199850,-8578.487809,-1208428.488,,
1199500,-8518.691984,-1208018.692,,
1199000,-8092.11922,-1207092.119,,
1199000,-9254.293118,-1208254.293,,
1199000,-8411.916539,-1207411.917,,
1199000,-8040.445381,-1207040.445,,
1199000,-8595.754141,-1207595.754,,
1199000,-7984.858966,-1206984.859,,
1199000,-7984.858966,-1206984.859,,
1199000,-8812.432762,-1207812.433,,
1199000,-8927.321707,-1207927.322,,
1199000,-8446.60107,-1207446.601,,
1199000,-8446.60107,-1207446.601,,
1199000,-8650.359191,-1207650.359,,
1199000,-8650.428547,-1207650.429,,
1199000,-8390.536775,-1207390.537,,
1199000,-6980.078033,-1205980.078,,
1199000,-8344.786834,-1207344.787,,
1199000,-8813.432181,-1207813.432,,
1198888,-8704.622219,-1207592.622,,
1198000,-8117.016338,-1206117.016,,
1198000,-9205.814978,-1207205.815,,
1198000,-8412.874637,-1206412.875,,
1198000,-9360.475015,-1207360.475,,
1197000,-7868.640375,-1204868.64,,
1195000,-7261.947279,-1202261.947,,
1195000,-8895.299039,-1203895.299,,
1195000,-9180.99616,-1204180.996,,
1195000,-8610.558107,-1203610.558,,
1195000,-7968.964236,-1202968.964,,
1195000,-9133.254854,-1204133.255,,
1195000,-6235.556096,-1201235.556,,
1195000,-6372.676335,-1201372.676,,
1190000,-9343.078415,-1199343.078,,
1190000,-8569.484152,-1198569.484,,
1190000,-8097.222245,-1198097.222,,
1189000,-9608.893133,-1198608.893,,
1189000,-8524.029611,-1197524.03,,
1188888,-8198.374223,-1197086.374,,
1187888,-8221.282214,-1196109.282,,
1185000,-8680.485581,-1193680.486,,
1185000,-8351.582701,-1193351.583,,
1185000,-9047.787502,-1194047.788,,
1185000,-8248.16252,-1193248.163,,
1185000,-8160.461164,-1193160.461,,
1185000,-8694.606645,-1193694.607,,
1185000,-8188.749571,-1193188.75,,
1180000,-8697.528336,-1188697.528,,
1179800,-8287.937008,-1188087.937,,
1179000,-8126.280421,-1187126.28,,
1175000,-7907.144861,-1182907.145,,
1175000,-7907.144861,-1182907.145,,
1175000,-8338.928012,-1183338.928,,
1175000,-8338.928012,-1183338.928,,
1175000,-7924.445009,-1182924.445,,
1175000,-8439.824563,-1183439.825,,
1175000,-8138.724884,-1183138.725,,
1175000,-8426.790635,-1183426.791,,
1175000,-9068.730448,-1184068.73,,
1175000,-9318.674491,-1184318.674,,
1175000,-8388.217324,-1183388.217,,
1175000,-7323.563676,-1182323.564,,
1175000,-7463.743462,-1182463.743,,
1174900,-7512.786349,-1182412.786,,
1165000,-8630.284294,-1173630.284,,
1165000,-8913.307721,-1173913.308,,
1165000,-8577.334094,-1173577.334,,
1159800,-7976.809397,-1167776.809,,
1159000,-8273.685432,-1167273.685,,
1159000,-8803.991374,-1167803.991,,
1159000,-7989.485365,-1166989.485,,
1159000,-8235.017084,-1167235.017,,
1159000,-8733.638156,-1167733.638,,
1158888,-9220.658569,-1168108.659,,
1158000,-8670.708781,-1166670.709,,
1158000,-8661.569377,-1166661.569,,
1153888,-8412.310695,-1162300.311,,
1150000,-7710.55871,-1157710.559,,
1150000,-8417.008422,-1158417.008,,
1150000,-8654.008915,-1158654.009,,
1150000,-8654.008915,-1158654.009,,
1150000,-9020.913785,-1159020.914,,
1150000,-8743.853806,-1158743.854,,
1150000,-8093.98894,-1158093.989,,
1150000,-8300.900519,-1158300.901,,
1150000,-8254.637991,-1158254.638,,
1150000,-8047.206831,-1158047.207,,
1150000,-7674.888381,-1157674.888,,
1150000,-7834.80911,-1157834.809,,
1150000,-7573.499278,-1157573.499,,
1150000,-8204.934591,-1158204.935,,
1150000,-9541.585127,-1159541.585,,
1149999,-8125.542475,-1158124.542,,
1149900,-7065.820004,-1156965.82,,
1149900,-7689.172932,-1157589.173,,
1149800,-8753.394348,-1158553.394,,
1149000,-7492.200211,-1156492.2,,
1149000,-8065.027,-1157065.027,,
1149000,-8300.864422,-1157300.864,,
1149000,-7921.64234,-1156921.642,,
1149000,-8466.708426,-1157466.708,,
1149000,-8593.024021,-1157593.024,,
1149000,-8542.632099,-1157542.632,,
1149000,-8626.311304,-1157626.311,,
1149000,-8765.063194,-1157765.063,,
1149000,-8858.608727,-1157858.609,,
1149000,-8763.274731,-1157763.275,,
1149000,-8814.193288,-1157814.193,,
1149000,-8922.261562,-1157922.262,,
1149000,-8868.50952,-1157868.51,,
1149000,-9373.78893,-1158373.789,,
1149000,-9560.87723,-1158560.877,,
1148500,-8624.768587,-1157124.769,,
1148000,-8266.610734,-1156266.611,,
1148000,-7499.45672,-1155499.457,,
1148000,-7499.45672,-1155499.457,,
1145000,-8528.323521,-1153528.324,,
1140000,-8867.540748,-1148867.541,,
1140000,-9037.786608,-1149037.787,,
1139000,-7954.457251,-1146954.457,,
1135000,-8595.759832,-1143595.76,,
1135000,-9239.11466,-1144239.115,,
1130000,-7746.092978,-1137746.093,,
1130000,-7546.421675,-1137546.422,,
1130000,-8909.227454,-1138909.227,,
1129990,-8374.148116,-1138364.148,,
1129888,-7784.072614,-1137672.073,,
1129000,-8540.738639,-1137540.739,,
1129000,-8383.380356,-1137383.38,,
1128000,-8021.805539,-1136021.806,,
1128000,-8506.844918,-1136506.845,,
1125800,-8378.036729,-1134178.037,,
1125000,-7560.050468,-1132560.05,,
1125000,-8637.251668,-1133637.252,,
1125000,-8893.56765,-1133893.568,,
1125000,-9421.191986,-1134421.192,,
1120000,-9029.192684,-1129029.193,,
1119000,-8937.758978,-1127937.759,,
1100000,-7997.091329,-1107997.091,,
1100000,-8489.715422,-1108489.715,,
1100000,-8489.715422,-1108489.715,,
1100000,-8455.124771,-1108455.125,,
1100000,-7745.367194,-1107745.367,,
1100000,-8836.788647,-1108836.789,,
1100000,-8965.72363,-1108965.724,,
1100000,-8857.52361,-1108857.524,,
1100000,-8208.880576,-1108208.881,,
1100000,-9281.391422,-1109281.391,,
1100000,-8820.62022,-1108820.62,,
1100000,-8351.993427,-1108351.993,,
1100000,-8578.787478,-1108578.787,,
1100000,-8496.580591,-1108496.581,,
1100000,-8067.032385,-1108067.032,,
1100000,-6150.626116,-1106150.626,,
1100000,-9063.608097,-1109063.608,,
1100000,-9444.419352,-1109444.419,,
1099999,-9051.121008,-1109050.121,,
1099999,-8397.959243,-1108396.959,,
1099995,-8508.939712,-1108503.94,,
1099900,-7702.264844,-1107602.265,,
1099900,-8488.056768,-1108388.057,,
1099900,-8488.056768,-1108388.057,,
1099000,-7834.59107,-1106834.591,,
1099000,-7648.905334,-1106648.905,,
1099000,-8707.818363,-1107707.818,,
1099000,-8490.795663,-1107490.796,,
1099000,-8431.25345,-1107431.253,,
1099000,-7731.894679,-1106731.895,,
1099000,-8143.408449,-1107143.408,,
1099000,-8307.906082,-1107307.906,,
1099000,-8577.445014,-1107577.445,,
1099000,-8507.407445,-1107507.407,,
1099000,-7559.529849,-1106559.53,,
1099000,-8042.565256,-1107042.565,,
1099000,-7598.534559,-1106598.535,,
1099000,-8306.002909,-1107306.003,,
1099000,-8306.002909,-1107306.003,,
1099000,-7947.282263,-1106947.282,,
1099000,-7520.603577,-1106520.604,,
1099000,-7681.205063,-1106681.205,,
1098888,-9312.450796,-1108200.451,,
1098888,-8560.781914,-1107448.782,,
1098000,-9335.659375,-1107335.659,,
1098000,-9025.720242,-1107025.72,,
1098000,-8744.787411,-1106744.787,,
1098000,-8730.008667,-1106730.009,,
1098000,-7423.647217,-1105423.647,,
1098000,-7423.647217,-1105423.647,,
1097000,-8311.620867,-1105311.621,,
1095000,-8370.648476,-1103370.648,,
1095000,-8459.41947,-1103459.419,,
1095000,-8794.978973,-1103794.979,,
1095000,-8470.044217,-1103470.044,,
1095000,-7554.58776,-1102554.588,,
1095000,-7975.933448,-1102975.933,,
1095000,-7975.933448,-1102975.933,,
1095000,-8541.085803,-1103541.086,,
1095000,-9029.239903,-1104029.24,,
1095000,-7443.353415,-1102443.353,,
1095000,-9515.612886,-1104515.613,,
1095000,-7849.238749,-1102849.239,,
1095000,-8837.405761,-1103837.406,,
1094999,-8615.06449,-1103614.064,,
1094995,-8984.725665,-1103979.726,,
1090900,-7568.050616,-1098468.051,,
1090000,-9352.745003,-1099352.745,,
1090000,-9352.745003,-1099352.745,,
1090000,-8088.093095,-1098088.093,,
1088000,-9445.991673,-1097445.992,,
1086000,-8720.729161,-1094720.729,,
1080000,-9023.88113,-1089023.881,,
1080000,-8011.435372,-1088011.435,,
1080000,-8095.744006,-1088095.744,,
1080000,-8107.499249,-1088107.499,,
1079000,-7937.941878,-1086937.942,,
1079000,-9152.898662,-1088152.899,,
1075000,-8251.647479,-1083251.647,,
1075000,-8516.790545,-1083516.791,,
1075000,-9007.275915,-1084007.276,,
1075000,-8939.897459,-1083939.897,,
1075000,-8182.911995,-1083182.912,,
1075000,-8918.222179,-1083918.222,,
1075000,-8529.872524,-1083529.873,,
1075000,-7276.382831,-1082276.383,,
1075000,-8434.685659,-1083434.686,,
1075000,-8305.498102,-1083305.498,,
1074995,-8825.634906,-1083820.635,,
1074900,-8525.598869,-1083425.599,,
1074900,-8761.492186,-1083661.492,,
1070000,-8154.979921,-1078154.98,,
1068000,-8506.434413,-1076506.434,,
1065000,-7723.785276,-1072723.785,,
1060000,-8620.840279,-1068620.84,,
1060000,-9256.169665,-1069256.17,,
1060000,-8343.150617,-1068343.151,,
1059999,-7926.206139,-1067925.206,,
1059900,-7833.667755,-1067733.668,,
1059000,-8016.072974,-1067016.073,,
1059000,-8338.252983,-1067338.253,,
1051000,-7794.722235,-1058794.722,,
1050000,-7953.493802,-1057953.494,,
1050000,-9529.913774,-1059529.914,,
1050000,-7870.567256,-1057870.567,,
1050000,-8751.554929,-1058751.555,,
1050000,-8029.830584,-1058029.831,,
1050000,-8879.762053,-1058879.762,,
1050000,-8525.707889,-1058525.708,,
1050000,-8139.414895,-1058139.415,,
1050000,-8089.009974,-1058089.01,,
1049990,-8508.320716,-1058498.321,,
1049888,-7817.599726,-1057705.6,,
1049000,-8839.305403,-1057839.305,,
1049000,-8770.951441,-1057770.951,,
1049000,-8623.616207,-1057623.616,,
1049000,-8185.551622,-1057185.552,,
1049000,-7732.278716,-1056732.279,,
1049000,-9261.860982,-1058261.861,,
1049000,-8904.853986,-1057904.854,,
1049000,-8322.087581,-1057322.088,,
1049000,-8166.733034,-1057166.733,,
1048000,-7713.133454,-1055713.133,,
1043990,-8853.858398,-1052843.858,,
1040000,-9569.113387,-1049569.113,,
1039700,-9114.453122,-1048814.453,,
1039000,-8532.651797,-1047532.652,,
1039000,-9148.502298,-1048148.502,,
1038000,-7498.843312,-1045498.843,,
1034000,-8705.154323,-1042705.154,,
1030000,-9038.578181,-1039038.578,,
1025000,-8067.40252,-1033067.403,,
1025000,-8268.149496,-1033268.149,,
1025000,-9055.661015,-1034055.661,,
1025000,-8364.947303,-1033364.947,,
1025000,-8778.680449,-1033778.68,,
1025000,-8463.377321,-1033463.377,,
1025000,-9045.670838,-1034045.671,,
1024888,-8390.861813,-1033278.862,,
1024000,-9187.89395,-1033187.894,,
1023000,-7780.175964,-1030780.176,,
1023000,-8376.140188,-1031376.14,,
1020000,-7769.804215,-1027769.804,,
1020000,-8271.178465,-1028271.178,,
1018000,-9349.412085,-1027349.412,,
1017850,-8920.947261,-1026770.947,,
1015000,-8619.653276,-1023619.653,,
1015000,-8122.933702,-1023122.934,,
1015000,-8719.113861,-1023719.114,,
1000000,-9231.788334,-1009231.788,,
1000000,-7567.948577,-1007567.949,,
1000000,-8703.813148,-1008703.813,,
1000000,-8575.455062,-1008575.455,,
1000000,-9178.358501,-1009178.359,,
1000000,-9281.290095,-1009281.29,,
1000000,-9371.161608,-1009371.162,,
999999,-8779.271809,-1008778.272,,
999999,-8779.271809,-1008778.272,,
999999,-8635.091516,-1008634.092,,
999999,-8585.852468,-1008584.852,,
999999,-8459.114914,-1008458.115,,
999999,-8522.175037,-1008521.175,,
999999,-8431.4789,-1008430.479,,
999999,-7506.694098,-1007505.694,,
999999,-7506.375588,-1007505.376,,
999999,-8923.22856,-1008922.229,,
999999,-9314.044265,-1009313.044,,
999998,-8150.377467,-1008148.377,,
999950,-8465.754447,-1008415.754,,
999950,-9282.675422,-1009232.675,,
999900,-8959.614727,-1008859.615,,
999900,-8019.572947,-1007919.573,,
999900,-8265.34922,-1008165.349,,
999800,-8050.699045,-1007850.699,,
999500,-8678.474022,-1008178.474,,
999500,-9320.212119,-1008820.212,,
999000,-7283.690408,-1006283.69,,
999000,-8376.253924,-1007376.254,,
999000,-8730.029007,-1007730.029,,
999000,-8798.328371,-1007798.328,,
999000,-8158.310318,-1007158.31,,
999000,-8559.343559,-1007559.344,,
999000,-8559.343559,-1007559.344,,
999000,-7378.366714,-1006378.367,,
999000,-9136.452373,-1008136.452,,
999000,-8900.071347,-1007900.071,,
999000,-8070.021009,-1007070.021,,
999000,-8433.880879,-1007433.881,,
999000,-8117.746003,-1007117.746,,
999000,-8180.399155,-1007180.399,,
999000,-9200.411846,-1008200.412,,
999000,-7161.000306,-1006161,,
999000,-8140.944981,-1007140.945,,
999000,-8283.674134,-1007283.674,,
999000,-8283.674134,-1007283.674,,
999000,-8826.776564,-1007826.777,,
999000,-8419.275846,-1007419.276,,
999000,-8305.774018,-1007305.774,,
999000,-8689.976735,-1007689.977,,
999000,-8527.673076,-1007527.673,,
998500,-8890.100383,-1007390.1,,
998500,-9384.200724,-1007884.201,,
998300,-8436.800603,-1006736.801,,
998000,-7609.77904,-1005609.779,,
998000,-8133.955502,-1006133.956,,
998000,-8133.955502,-1006133.956,,
998000,-8203.453415,-1006203.453,,
998000,-8693.23499,-1006693.235,,
998000,-8606.672705,-1006606.673,,
998000,-8302.623389,-1006302.623,,
998000,-7917.307102,-1005917.307,,
998000,-8623.606032,-1006623.606,,
997500,-7950.212982,-1005450.213,,
995900,-9334.72447,-1005234.724,,
995500,-8332.876067,-1003832.876,,
995000,-9180.492078,-1004180.492,,
995000,-8745.618972,-1003745.619,,
995000,-9214.176777,-1004214.177,,
995000,-7443.312566,-1002443.313,,
995000,-8550.025688,-1003550.026,,
995000,-8504.774503,-1003504.775,,
995000,-9230.206701,-1004230.207,,
995000,-9317.618995,-1004317.619,,
995000,-8936.418592,-1003936.419,,
995000,-7892.679008,-1002892.679,,
995000,-8340.303426,-1003340.303,,
995000,-7383.041385,-1002383.041,,
991500,-8731.764634,-1000231.765,,
990000,-7707.186015,-997707.186,,
990000,-7707.186015,-997707.186,,
990000,-7662.250381,-997662.2504,,
990000,-7832.31997,-997832.32,,
989999,-8648.880441,-998647.8804,,
989900,-7158.590328,-997058.5903,,
989900,-8355.902712,-998255.9027,,
989888,-9242.498932,-999130.4989,,
989000,-7894.721614,-996894.7216,,
989000,-8816.276126,-997816.2761,,
989000,-8707.842874,-997707.8429,,
989000,-8517.504969,-997517.505,,
989000,-8080.819446,-997080.8194,,
989000,-8082.625322,-997082.6253,,
989000,-8851.483253,-997851.4833,,
989000,-8745.251504,-997745.2515,,
989000,-8874.1742,-997874.1742,,
989000,-8329.171395,-997329.1714,,
989000,-7722.539713,-996722.5397,,
988888,-8486.334261,-997374.3343,,
988888,-7868.666081,-996756.6661,,
988888,-9083.109964,-997971.11,,
988888,-9083.109964,-997971.11,,
988000,-9371.910725,-997371.9107,,
988000,-8439.067593,-996439.0676,,
988000,-8439.067593,-996439.0676,,
988000,-8338.186981,-996338.187,,
988000,-8644.678372,-996644.6784,,
988000,-9059.213009,-997059.213,,
987000,-8576.439862,-995576.4399,,
987000,-8510.76429,-995510.7643,,
985000,-8673.685071,-993673.6851,,
985000,-8638.168721,-993638.1687,,
985000,-8638.168721,-993638.1687,,
985000,-8471.246719,-993471.2467,,
985000,-8471.246719,-993471.2467,,
985000,-9042.046359,-994042.0464,,
985000,-7723.085082,-992723.0851,,
980000,-8716.267,-988716.267,,
979900,-8241.34478,-988141.3448,,
979500,-8251.277514,-987751.2775,,
979500,-7479.350935,-986979.3509,,
979000,-8567.036391,-987567.0364,,
979000,-8552.637313,-987552.6373,,
979000,-8920.063769,-987920.0638,,
979000,-9247.872263,-988247.8723,,
979000,-8464.871458,-987464.8715,,
979000,-8463.919173,-987463.9192,,
979000,-9521.442131,-988521.4421,,
978000,-9165.663709,-987165.6637,,
975000,-8532.036589,-983532.0366,,
975000,-7782.670247,-982782.6702,,
975000,-8927.042312,-983927.0423,,
975000,-8533.281587,-983533.2816,,
975000,-7301.263049,-982301.263,,
975000,-7924.974664,-982924.9747,,
975000,-7741.350764,-982741.3508,,
975000,-8948.59958,-983948.5996,,
975000,-9436.099488,-984436.0995,,
975000,-8884.769767,-983884.7698,,
975000,-7837.605339,-982837.6053,,
975000,-8567.275216,-983567.2752,,
975000,-8567.275216,-983567.2752,,
975000,-8008.952369,-983008.9524,,
975000,-9268.432376,-984268.4324,,
975000,-9289.226548,-984289.2265,,
975000,-9289.226548,-984289.2265,,
975000,-7123.395778,-982123.3958,,
974900,-7918.035377,-982818.0354,,
974900,-8363.51289,-983263.5129,,
970000,-8749.837477,-978749.8375,,
969000,-8335.322387,-977335.3224,,
969000,-9416.004588,-978416.0046,,
969000,-7865.825953,-976865.826,,
969000,-8628.018367,-977628.0184,,
969000,-8121.789717,-977121.7897,,
969000,-7619.741982,-976619.742,,
969000,-7800.390606,-976800.3906,,
968888,-8831.155205,-977719.1552,,
967000,-7924.00017,-974924.0002,,
965900,-8439.927058,-974339.9271,,
965800,-9477.315737,-975277.3157,,
965000,-8945.80016,-973945.8002,,
965000,-8464.057671,-973464.0577,,
965000,-8011.429162,-973011.4292,,
965000,-8463.919173,-973463.9192,,
965000,-9216.260307,-974216.2603,,
965000,-7800.14249,-972800.1425,,
965000,-9168.724266,-974168.7243,,
965000,-8834.578514,-973834.5785,,
965000,-9155.536631,-974155.5366,,
964000,-8511.835648,-972511.8356,,
963888,-9024.084797,-972912.0848,,
960000,-7269.335475,-967269.3355,,
960000,-9032.858197,-969032.8582,,
960000,-8976.457299,-968976.4573,,
959900,-7235.492267,-967135.4923,,
959000,-8298.641985,-967298.642,,
959000,-9010.695927,-968010.6959,,
959000,-8270.376965,-967270.377,,
959000,-8251.980617,-967251.9806,,
959000,-8585.410512,-967585.4105,,
958000,-8248.789797,-966248.7898,,
957500,-9415.550672,-966915.5507,,
955000,-7740.441162,-962740.4412,,
955000,-7740.240025,-962740.24,,
955000,-7740.240025,-962740.24,,
954999,-9323.470953,-964322.471,,
954000,-7968.370532,-961968.3705,,
950000,-9425.678577,-959425.6786,,
950000,-9425.678577,-959425.6786,,
950000,-9455.953804,-959455.9538,,
950000,-8241.570233,-958241.5702,,
950000,-8145.851132,-958145.8511,,
950000,-7654.991468,-957654.9915,,
950000,-8269.756152,-958269.7562,,
950000,-9044.284918,-959044.2849,,
950000,-7709.979606,-957709.9796,,
950000,-9086.489348,-959086.4893,,
950000,-7835.648237,-957835.6482,,
950000,-8953.581825,-958953.5818,,
950000,-8769.705296,-958769.7053,,
950000,-8529.720212,-958529.7202,,
950000,-7860.071458,-957860.0715,,
950000,-7860.071458,-957860.0715,,
950000,-8335.20003,-958335.2,,
950000,-8335.20003,-958335.2,,
950000,-8690.167946,-958690.1679,,
950000,-8435.383975,-958435.384,,
950000,-9036.222575,-959036.2226,,
950000,-8201.639159,-958201.6392,,
950000,-8758.930739,-958758.9307,,
950000,-8529.679739,-958529.6797,,
