Actual,Error,Predicted,,
349900,-8956.658197,-358856.6582,,
349900,-8727.087876,-358627.0879,,
349900,-9248.408842,-359148.4088,,
349890,-8569.293365,-358459.2934,,
349888,-8956.679147,-358844.6791,,
349800,-9023.825261,-358823.8253,,
349500,-9103.593592,-358603.5936,,
349000,-8909.695439,-357909.6954,,
349000,-9525.740053,-358525.7401,,
349000,-8920.911668,-357920.9117,,
349000,-9693.549147,-358693.5491,,
349000,-8845.933355,-357845.9334,,
349000,-8845.933355,-357845.9334,,
349000,-9314.637062,-358314.6371,,
349000,-9368.568278,-358368.5683,,
349000,-9007.998192,-358007.9982,,
349000,-9155.600938,-358155.6009,,
349000,-9051.430591,-358051.4306,,
349000,-9148.451846,-358148.4518,,
349000,-9051.430591,-358051.4306,,
349000,-8864.888107,-357864.8881,,
349000,-9903.200846,-358903.2008,,
349000,-8928.47712,-357928.4771,,
349000,-9403.776301,-358403.7763,,
349000,-9447.339782,-358447.3398,,
349000,-8980.952201,-357980.9522,,
349000,-9117.150315,-358117.1503,,
349000,-9022.273448,-358022.2734,,
349000,-9037.393894,-358037.3939,,
349000,-8392.216696,-357392.2167,,
349000,-9034.653617,-358034.6536,,
349000,-9045.716032,-358045.716,,
349000,-9039.858167,-358039.8582,,
348900,-8691.8029,-357591.8029,,
348750,-8914.104209,-357664.1042,,
348500,-9147.917784,-357647.9178,,
348320,-8631.406103,-356951.4061,,
348000,-8691.8029,-356691.8029,,
348000,-9042.654303,-357042.6543,,
348000,-9214.256413,-357214.2564,,
348000,-9214.256413,-357214.2564,,
347500,-9455.611677,-356955.6117,,
347000,-8065.649075,-355065.6491,,
347000,-8288.319025,-355288.319,,
347000,-8182.560829,-355182.5608,,
346900,-8435.144994,-355335.145,,
346000,-8458.077373,-354458.0774,,
345900,-8834.247252,-354734.2473,,
345500,-8976.904158,-354476.9042,,
345000,-9041.673304,-354041.6733,,
345000,-8801.593107,-353801.5931,,
345000,-8912.594183,-353912.5942,,
345000,-9125.197334,-354125.1973,,
345000,-9350.082196,-354350.0822,,
345000,-8901.168875,-353901.1689,,
345000,-9074.156773,-354074.1568,,
345000,-9537.233579,-354537.2336,,
345000,-9023.050247,-354023.0502,,
345000,-8840.965647,-353840.9656,,
345000,-9217.291733,-354217.2917,,
344999,-8961.231417,-353960.2314,,
344900,-9044.040138,-353944.0401,,
344900,-8577.422758,-353477.4228,,
344900,-8887.915996,-353787.916,,
344900,-9024.022761,-353924.0228,,
344900,-8737.591118,-353637.5911,,
344900,-8791.857026,-353691.857,,
344900,-9043.184235,-353943.1842,,
344900,-9069.981973,-353969.982,,
344900,-8692.235741,-353592.2357,,
344900,-9151.343509,-354051.3435,,
344750,-8741.086521,-353491.0865,,
344565,-8226.588355,-352791.5884,,
344500,-8471.783538,-352971.7835,,
344000,-9219.730256,-353219.7303,,
344000,-9177.365141,-353177.3651,,
344000,-9251.365641,-353251.3656,,
344000,-9103.762015,-353103.762,,
342000,-9189.963088,-351189.9631,,
341900,-8642.368886,-350542.3689,,
340000,-8781.098097,-348781.0981,,
340000,-9283.536094,-349283.5361,,
340000,-8905.707685,-348905.7077,,
340000,-8912.091812,-348912.0918,,
340000,-9049.843533,-349049.8435,,
340000,-9049.843533,-349049.8435,,
340000,-9535.285535,-349535.2855,,
340000,-9298.70079,-349298.7008,,
340000,-8749.500466,-348749.5005,,
340000,-8994.651945,-348994.6519,,
340000,-9128.836512,-349128.8365,,
340000,-9551.259963,-349551.26,,
340000,-9268.62542,-349268.6254,,
340000,-8769.103462,-348769.1035,,
340000,-8135.81115,-348135.8111,,
340000,-8618.808001,-348618.808,,
340000,-8638.071974,-348638.072,,
340000,-9063.675584,-349063.6756,,
340000,-8762.722596,-348762.7226,,
340000,-9203.025033,-349203.025,,
340000,-9243.465031,-349243.465,,
340000,-9485.649434,-349485.6494,,
339999,-8747.896045,-348746.896,,
339999,-8854.647671,-348853.6477,,
339999,-8664.568545,-348663.5685,,
339990,-9028.00081,-349018.0008,,
339990,-9061.961741,-349051.9617,,
339980,-8770.232748,-348750.2327,,
339900,-9252.627743,-349152.6277,,
339900,-8741.161277,-348641.1613,,
339900,-9320.471636,-349220.4716,,
339900,-8831.396259,-348731.3963,,
339900,-8831.396259,-348731.3963,,
339900,-9065.016893,-348965.0169,,
339900,-8888.054494,-348788.0545,,
339900,-8963.568256,-348863.5683,,
339900,-9363.982756,-349263.9828,,
339900,-8752.693289,-348652.6933,,
339900,-9024.934021,-348924.934,,
339900,-9047.939031,-348947.939,,
339900,-8967.092756,-348867.0928,,
339900,-8654.403656,-348554.4037,,
339900,-8959.991261,-348859.9913,,
339900,-8514.386643,-348414.3866,,
339900,-8806.822764,-348706.8228,,
339900,-8806.822764,-348706.8228,,
339900,-9142.310178,-349042.3102,,
339900,-8802.731176,-348702.7312,,
339900,-9566.370275,-349466.3703,,
339900,-9116.123002,-349016.123,,
339900,-8707.170911,-348607.1709,,
339900,-8632.261456,-348532.2615,,
339900,-8344.271206,-348244.2712,,
339000,-9411.197286,-348411.1973,,
339000,-9467.852242,-348467.8522,,
339000,-9341.323528,-348341.3235,,
339000,-8936.754886,-347936.7549,,
339000,-9456.548545,-348456.5485,,
339000,-9341.323528,-348341.3235,,
339000,-9415.666028,-348415.666,,
339000,-9101.316115,-348101.3161,,
339000,-8961.997519,-347961.9975,,
339000,-9493.304392,-348493.3044,,
339000,-8751.627915,-347751.6279,,
339000,-9033.875377,-348033.8754,,
339000,-8569.742591,-347569.7426,,
339000,-9254.352884,-348254.3529,,
339000,-9268.427421,-348268.4274,,
339000,-9763.298956,-348763.299,,
339000,-9177.068895,-348177.0689,,
339000,-8960.405255,-347960.4053,,
339000,-8651.897576,-347651.8976,,
339000,-9038.323634,-348038.3236,,
338900,-9014.846879,-347914.8469,,
338900,-9012.829649,-347912.8296,,
337500,-9469.545276,-346969.5453,,
337000,-9215.390146,-346215.3901,,
336500,-9209.872839,-345709.8728,,
336000,-9475.056011,-345475.056,,
335900,-9135.283843,-345035.2838,,
335000,-8878.243788,-343878.2438,,
335000,-9063.22758,-344063.2276,,
335000,-9658.65695,-344658.6569,,
335000,-9022.508372,-344022.5084,,
335000,-9473.542198,-344473.5422,,
335000,-8849.162471,-343849.1625,,
335000,-8900.165861,-343900.1659,,
335000,-8688.389566,-343688.3896,,
335000,-9098.371969,-344098.372,,
335000,-8799.666586,-343799.6666,,
335000,-8912.48025,-343912.4802,,
335000,-9525.436313,-344525.4363,,
335000,-8992.507655,-343992.5077,,
335000,-8630.34624,-343630.3462,,
335000,-8886.387644,-343886.3876,,
335000,-8541.364325,-343541.3643,,
335000,-9031.826873,-344031.8269,,
335000,-9108.45266,-344108.4527,,
334990,-8574.775749,-343564.7757,,
334900,-9540.808845,-344440.8088,,
334900,-8651.431922,-343551.4319,,
334900,-8709.383885,-343609.3839,,
334900,-8581.376032,-343481.376,,
334900,-9405.349559,-344305.3496,,
334500,-8580.638858,-343080.6389,,
334000,-8450.768126,-342450.7681,,
334000,-9383.450058,-343383.4501,,
334000,-8811.471225,-342811.4712,,
334000,-9118.057382,-343118.0574,,
333900,-9312.713028,-343212.713,,
333100,-8797.002399,-341897.0024,,
333000,-8935.981507,-341935.9815,,
333000,-8707.927029,-341707.927,,
332000,-8178.601879,-340178.6019,,
332000,-8979.842368,-340979.8424,,
331500,-9202.766166,-340702.7662,,
330000,-8760.642133,-338760.6421,,
330000,-8976.256293,-338976.2563,,
330000,-9203.414842,-339203.4148,,
330000,-8913.21926,-338913.2193,,
330000,-8996.325866,-338996.3259,,
330000,-9325.588926,-339325.5889,,
330000,-8819.951154,-338819.9512,,
330000,-9607.918635,-339607.9186,,
330000,-9290.107718,-339290.1077,,
330000,-9612.637562,-339612.6376,,
330000,-9081.147816,-339081.1478,,
330000,-9214.108616,-339214.1086,,
330000,-8793.775615,-338793.7756,,
330000,-9201.704286,-339201.7043,,
330000,-8569.293365,-338569.2934,,
330000,-8425.664448,-338425.6644,,
330000,-9194.833066,-339194.8331,,
330000,-8550.497377,-338550.4974,,
330000,-9147.883349,-339147.8833,,
330000,-9125.033085,-339125.0331,,
330000,-9323.757988,-339323.758,,
329999,-8931.882089,-338930.8821,,
329999,-8789.554066,-338788.5541,,
329950,-9229.279019,-339179.279,,
329900,-9046.77907,-338946.7791,,
329900,-8210.722622,-338110.7226,,
329900,-9494.663473,-339394.6635,,
329900,-8952.985118,-338852.9851,,
329900,-9029.620129,-338929.6201,,
329900,-8424.399467,-338324.3995,,
329900,-8869.067568,-338769.0676,,
329900,-8911.415901,-338811.4159,,
329900,-8911.415901,-338811.4159,,
329900,-9024.189606,-338924.1896,,
329900,-9134.244008,-339034.244,,
329900,-8416.001139,-338316.0011,,
329900,-9400.31731,-339300.3173,,
329900,-8966.981134,-338866.9811,,
329900,-9104.947033,-339004.947,,
329900,-9332.312965,-339232.313,,
329900,-8386.610075,-338286.6101,,
329900,-9305.05568,-339205.0557,,
329900,-9089.50691,-338989.5069,,
329900,-8864.051788,-338764.0518,,
329900,-9262.315455,-339162.3155,,
329900,-9126.978301,-339026.9783,,
329900,-9215.754628,-339115.7546,,
329900,-9248.5064,-339148.5064,,
329900,-8787.736281,-338687.7363,,
329900,-9699.707187,-339599.7072,,
329900,-8145.780164,-338045.7802,,
329900,-8864.051788,-338764.0518,,
329900,-9028.252107,-338928.2521,,
329800,-9045.777509,-338845.7775,,
329500,-9312.814053,-338812.8141,,
329500,-9165.354927,-338665.3549,,
329500,-9260.510565,-338760.5106,,
329500,-9038.868264,-338538.8683,,
329000,-8587.023992,-337587.024,,
329000,-8460.551672,-337460.5517,,
329000,-9091.678355,-338091.6784,,
329000,-8691.363701,-337691.3637,,
329000,-8172.309934,-337172.3099,,
329000,-8678.115416,-337678.1154,,
329000,-9092.546719,-338092.5467,,
329000,-8972.312183,-337972.3122,,
329000,-9433.432593,-338433.4326,,
329000,-9465.226296,-338465.2263,,
329000,-8633.813231,-337633.8132,,
329000,-8937.59488,-337937.5949,,
329000,-9303.406926,-338303.4069,,
329000,-8488.430182,-337488.4302,,
329000,-9170.453104,-338170.4531,,
329000,-9126.477857,-338126.4779,,
329000,-9257.436968,-338257.437,,
329000,-7368.248188,-336368.2482,,
329000,-8050.486055,-337050.4861,,
329000,-8098.219558,-337098.2196,,
329000,-8308.464926,-337308.4649,,
329000,-8714.833738,-337714.8337,,
329000,-8413.052264,-337413.0523,,
329000,-8549.57343,-337549.5734,,
329000,-8559.849981,-337559.85,,
329000,-8697.837136,-337697.8371,,
329000,-8699.654041,-337699.654,,
329000,-9116.513188,-338116.5132,,
329000,-9224.642951,-338224.643,,
329000,-9167.27881,-338167.2788,,
329000,-9221.83207,-338221.8321,,
329000,-9285.632437,-338285.6324,,
329000,-9348.839551,-338348.8396,,
329000,-9485.150251,-338485.1503,,
328800,-8921.322499,-337721.3225,,
328500,-9245.958207,-337745.9582,,
328500,-9245.958207,-337745.9582,,
328000,-9011.054208,-337011.0542,,
327500,-8631.147829,-336131.1478,,
327500,-8459.265628,-335959.2656,,
327300,-8719.657356,-336019.6574,,
327000,-8744.784145,-335744.7841,,
326800,-8370.832997,-335170.833,,
325500,-9265.143462,-334765.1435,,
325000,-8992.766559,-333992.7666,,
325000,-8760.642133,-333760.6421,,
325000,-8261.207416,-333261.2074,,
325000,-8677.782712,-333677.7827,,
325000,-8717.484785,-333717.4848,,
325000,-9491.015683,-334491.0157,,
325000,-8972.443789,-333972.4438,,
325000,-9263.329149,-334263.3291,,
325000,-9465.28894,-334465.2889,,
325000,-9141.311074,-334141.3111,,
325000,-8515.876464,-333515.8765,,
325000,-8817.890798,-333817.8908,,
325000,-9251.846326,-334251.8463,,
325000,-9278.688986,-334278.689,,
325000,-9688.617914,-334688.6179,,
325000,-9800.88642,-334800.8864,,
325000,-9368.440869,-334368.4409,,
325000,-8838.352106,-333838.3521,,
325000,-8996.527003,-333996.527,,
325000,-9387.365143,-334387.3651,,
325000,-9088.315267,-334088.3153,,
325000,-8213.839571,-333213.8396,,
325000,-8244.132006,-333244.132,,
325000,-9026.749374,-334026.7494,,
325000,-9220.529234,-334220.5292,,
325000,-8513.423204,-333513.4232,,
325000,-9419.18967,-334419.1897,,
325000,-8635.305123,-333635.3051,,
325000,-9051.55047,-334051.5505,,
325000,-8570.40091,-333570.4009,,
325000,-8438.418984,-333438.419,,
325000,-8862.490628,-333862.4906,,
325000,-8558.441976,-333558.442,,
325000,-9357.831599,-334357.8316,,
325000,-9097.673577,-334097.6736,,
324999,-9197.829962,-334196.83,,
324950,-8332.193368,-333282.1934,,
324950,-8973.4669,-333923.4669,,
324900,-9318.878874,-334218.8789,,
324900,-9032.142538,-333932.1425,,
324900,-8985.072079,-333885.0721,,
324900,-8370.694499,-333270.6945,,
324900,-8976.007782,-333876.0078,,
324900,-8976.007782,-333876.0078,,
324900,-9467.207529,-334367.2075,,
324500,-9108.073659,-333608.0737,,
324500,-9373.857486,-333873.8575,,
324500,-8983.178346,-333483.1783,,
324000,-9725.345031,-333725.345,,
324000,-8872.521631,-332872.5216,,
324000,-9025.7794,-333025.7794,,
324000,-9084.494192,-333084.4942,,
323000,-8903.36249,-331903.3625,,
321950,-9011.054208,-330961.0542,,
321800,-8172.482879,-329972.4829,,
321500,-8789.109142,-330289.1091,,
321000,-9389.017355,-330389.0174,,
320500,-9207.438278,-329707.4383,,
320000,-7774.533319,-327774.5333,,
320000,-8304.702735,-328304.7027,,
320000,-9063.866243,-329063.8662,,
320000,-9280.895481,-329280.8955,,
320000,-8572.927159,-328572.9272,,
320000,-8879.37565,-328879.3757,,
320000,-9084.506819,-329084.5068,,
320000,-9309.985038,-329309.985,,
320000,-9282.730937,-329282.7309,,
320000,-8944.71191,-328944.7119,,
320000,-9061.103873,-329061.1039,,
320000,-9309.593049,-329309.593,,
320000,-9159.529356,-329159.5294,,
320000,-8844.340554,-328844.3406,,
320000,-9101.416909,-329101.4169,,
320000,-8988.820706,-328988.8207,,
319999,-9282.014102,-329281.0141,,
319900,-8890.791014,-328790.791,,
319900,-9262.262032,-329162.262,,
319900,-9130.395613,-329030.3956,,
319900,-9010.78624,-328910.7862,,
319900,-8935.292339,-328835.2923,,
319900,-8831.893297,-328731.8933,,
319900,-9153.952872,-329053.9529,,
319900,-8752.693289,-328652.6933,,
319900,-8832.67599,-328732.676,,
319900,-9228.138293,-329128.1383,,
319900,-8912.476682,-328812.4767,,
319900,-9104.947033,-329004.947,,
319900,-8664.070381,-328564.0704,,
319900,-8664.070381,-328564.0704,,
319900,-8957.832394,-328857.8324,,
319900,-9299.21143,-329199.2114,,
319900,-9134.982971,-329034.983,,
319900,-9531.963068,-329431.9631,,
319900,-9531.963068,-329431.9631,,
319900,-8706.857913,-328606.8579,,
319900,-8812.631114,-328712.6311,,
319900,-9256.639972,-329156.64,,
319900,-9274.682227,-329174.6822,,
319900,-9513.690477,-329413.6905,,
319777,-9175.680978,-328952.681,,
319777,-8842.095565,-328619.0956,,
319500,-9089.520261,-328589.5203,,
319500,-8544.192185,-328044.1922,,
319500,-8219.097371,-327719.0974,,
319500,-8504.630945,-328004.6309,,
319500,-8701.975643,-328201.9756,,
319500,-8844.357642,-328344.3576,,
319459,-9429.0968,-328888.0968,,
319000,-8710.753995,-327710.754,,
319000,-9203.204518,-328203.2045,,
319000,-8807.731497,-327807.7315,,
319000,-8916.971897,-327916.9719,,
319000,-8877.481306,-327877.4813,,
319000,-9167.261266,-328167.2613,,
319000,-9291.178426,-328291.1784,,
319000,-9302.828828,-328302.8288,,
319000,-9043.692371,-328043.6924,,
319000,-8043.709547,-327043.7095,,
319000,-8240.664936,-327240.6649,,
319000,-8387.619411,-327387.6194,,
319000,-8554.771275,-327554.7713,,
319000,-8928.836952,-327928.837,,
319000,-8606.709038,-327606.709,,
319000,-9103.606251,-328103.6063,,
319000,-8751.484012,-327751.484,,
318900,-8759.836534,-327659.8365,,
318750,-8569.518873,-327319.5189,,
318500,-9124.808836,-327624.8088,,
318000,-9200.371867,-327200.3719,,
318000,-8897.924598,-326897.9246,,
318000,-8742.510333,-326742.5103,,
318000,-9086.118185,-327086.1182,,
317999,-9079.755805,-327078.7558,,
317500,-8746.543522,-326246.5435,,
317000,-9148.715452,-326148.7155,,
315999,-9103.90603,-325102.906,,
315900,-9505.441369,-325405.4414,,
315500,-8905.407582,-324405.4076,,
315000,-8877.99733,-323877.9973,,
315000,-9225.918828,-324225.9188,,
315000,-9262.561249,-324262.5612,,
315000,-9028.002397,-324028.0024,,
315000,-8934.91233,-323934.9123,,
315000,-8959.354221,-323959.3542,,
315000,-8646.505555,-323646.5056,,
315000,-9219.48466,-324219.4847,,
315000,-8837.412428,-323837.4124,,
315000,-8863.409562,-323863.4096,,
315000,-9028.743081,-324028.7431,,
315000,-8913.223114,-323913.2231,,
315000,-9188.888064,-324188.8881,,
315000,-8984.728309,-323984.7283,,
315000,-8918.178016,-323918.178,,
315000,-9324.546612,-324324.5466,,
315000,-8850.206292,-323850.2063,,
315000,-9266.390827,-324266.3908,,
315000,-8720.730357,-323720.7304,,
315000,-9047.468346,-324047.4683,,
315000,-9100.734134,-324100.7341,,
315000,-8569.12744,-323569.1274,,
315000,-8908.659282,-323908.6593,,
315000,-8988.004325,-323988.0043,,
315000,-8991.342413,-323991.3424,,
315000,-8405.394993,-323405.395,,
315000,-9045.777509,-324045.7775,,
315000,-8939.523359,-323939.5234,,
315000,-8581.574305,-323581.5743,,
315000,-9340.945357,-324340.9454,,
314999,-8422.930109,-323421.9301,,
314995,-9372.581034,-324367.581,,
314900,-8978.798298,-323878.7983,,
314900,-9411.975801,-324311.9758,,
314900,-8997.195432,-323897.1954,,
314900,-8753.110441,-323653.1104,,
314900,-8890.30078,-323790.3008,,
314900,-9411.975801,-324311.9758,,
314900,-9206.013986,-324106.014,,
314500,-9437.583508,-323937.5835,,
312500,-9367.641293,-321867.6413,,
312000,-8824.251633,-320824.2516,,
312000,-8848.344265,-320848.3443,,
312000,-9277.394137,-321277.3941,,
311250,-8839.252101,-320089.2521,,
310500,-8828.758851,-319328.7589,,
310500,-8649.204388,-319149.2044,,
310000,-9066.161582,-319066.1616,,
310000,-9012.090492,-319012.0905,,
310000,-9169.08208,-319169.0821,,
310000,-9369.281152,-319369.2812,,
310000,-9773.159798,-319773.1598,,
310000,-9273.613178,-319273.6132,,
310000,-8740.423491,-318740.4235,,
310000,-8932.872595,-318932.8726,,
310000,-8568.01956,-318568.0196,,
310000,-8635.316147,-318635.3161,,
310000,-8986.697145,-318986.6971,,
310000,-8693.917493,-318693.9175,,
310000,-9343.474489,-319343.4745,,
310000,-9400.349986,-319400.35,,
310000,-9534.981617,-319534.9816,,
309999,-8621.939644,-318620.9396,,
309999,-8864.908211,-318863.9082,,
309999,-8864.908211,-318863.9082,,
309999,-9090.674101,-319089.6741,,
309999,-8599.324343,-318598.3243,,
309990,-8882.530949,-318872.5309,,
309990,-8791.579291,-318781.5793,,
309900,-9004.695159,-318904.6952,,
309900,-8903.574325,-318803.5743,,
309900,-8595.25191,-318495.2519,,
309900,-9163.766663,-319063.7667,,
309900,-9163.565526,-319063.5655,,
309900,-8916.175485,-318816.1755,,
309900,-8615.054211,-318515.0542,,
309900,-8872.107848,-318772.1078,,
309900,-8443.215187,-318343.2152,,
309900,-8702.591544,-318602.5915,,
309900,-8882.498622,-318782.4986,,
309900,-8581.574305,-318481.5743,,
309900,-9166.111897,-319066.1119,,
309900,-8440.745542,-318340.7455,,
309900,-8493.833649,-318393.8336,,
309900,-8692.862763,-318592.8628,,
309900,-8767.25815,-318667.2582,,
309900,-9206.979688,-319106.9797,,
309900,-8885.068133,-318785.0681,,
309900,-9286.624139,-319186.6241,,
309900,-9278.019738,-319178.0197,,
309500,-8714.002591,-318214.0026,,
309500,-9051.574474,-318551.5745,,
309500,-9293.078641,-318793.0786,,
309000,-8823.937896,-317823.9379,,
309000,-9089.141048,-318089.141,,
309000,-9176.907247,-318176.9072,,
309000,-9776.017309,-318776.0173,,
309000,-8655.506259,-317655.5063,,
309000,-9616.825219,-318616.8252,,
309000,-9264.404342,-318264.4043,,
309000,-9195.713328,-318195.7133,,
309000,-9059.219205,-318059.2192,,
309000,-9359.738316,-318359.7383,,
309000,-8048.69127,-317048.6913,,
309000,-8485.964027,-317485.964,,
309000,-8861.874106,-317861.8741,,
309000,-8567.007714,-317567.0077,,
309000,-8720.131069,-317720.1311,,
309000,-9265.648805,-318265.6488,,
309000,-9275.642007,-318275.642,,
308100,-9476.790626,-317576.7906,,
308000,-8965.481153,-316965.4812,,
308000,-9255.078096,-317255.0781,,
307900,-8890.906715,-316790.9067,,
307777,-9261.37974,-317038.3797,,
307000,-9116.424045,-316116.424,,
307000,-8665.029053,-315665.0291,,
306500,-9389.967769,-315889.9678,,
305500,-9462.892539,-314962.8925,,
305000,-9481.415711,-314481.4157,,
305000,-9246.252454,-314246.2525,,
305000,-8823.979057,-313823.9791,,
305000,-9338.040922,-314338.0409,,
305000,-9155.081347,-314155.0813,,
305000,-8790.248533,-313790.2485,,
305000,-8522.774141,-313522.7741,,
305000,-9101.563552,-314101.5636,,
305000,-8698.305852,-313698.3059,,
305000,-9005.123099,-314005.1231,,
305000,-8723.960472,-313723.9605,,
305000,-8543.744185,-313543.7442,,
305000,-8317.969794,-313317.9698,,
305000,-9225.594444,-314225.5944,,
304999,-8690.277809,-313689.2778,,
304999,-9449.545956,-314448.546,,
304999,-8070.937186,-313069.9372,,
304900,-8710.461263,-313610.4613,,
304900,-9122.869734,-314022.8697,,
304500,-8661.879437,-313161.8794,,
300000,-9218.794163,-309218.7942,,
300000,-9500.761795,-309500.7618,,
300000,-9486.032118,-309486.0321,,
300000,-9360.380075,-309360.3801,,
300000,-9236.363011,-309236.363,,
300000,-8964.064659,-308964.0647,,
300000,-8860.126074,-308860.1261,,
300000,-8828.784574,-308828.7846,,
300000,-8497.963147,-308497.9631,,
300000,-9172.470946,-309172.4709,,
300000,-8947.562561,-308947.5626,,
300000,-8318.006161,-308318.0062,,
300000,-9362.486525,-309362.4865,,
300000,-9025.478938,-309025.4789,,
299999,-8454.936317,-308453.9363,,
299999,-9287.20937,-309286.2094,,
299999,-9142.954891,-309141.9549,,
299999,-9233.410536,-309232.4105,,
299999,-9099.538793,-309098.5388,,
299999,-8849.205281,-308848.2053,,
299999,-9194.375834,-309193.3758,,
299998,-8993.484489,-308991.4845,,
299995,-8436.609014,-308431.609,,
299990,-9060.997943,-309050.9979,,
299990,-8784.322125,-308774.3221,,
299950,-8700.035345,-308650.0353,,
299915,-9096.794169,-309011.7942,,
299900,-8869.80813,-308769.8081,,
299900,-8869.80813,-308769.8081,,
299900,-8388.226906,-308288.2269,,
299900,-8797.204597,-308697.2046,,
299900,-8950.526385,-308850.5264,,
299900,-8901.409278,-308801.4093,,
299900,-9017.955381,-308917.9554,,
299900,-9526.8822,-309426.8822,,
299900,-8591.130398,-308491.1304,,
299900,-8814.756173,-308714.7562,,
299900,-9462.12323,-309362.1232,,
299900,-9125.289417,-309025.2894,,
299900,-9231.533713,-309131.5337,,
299900,-9022.531768,-308922.5318,,
299900,-9231.533713,-309131.5337,,
299900,-9372.292676,-309272.2927,,
299900,-9085.490318,-308985.4903,,
299900,-9170.914224,-309070.9142,,
299900,-9065.130372,-308965.1304,,
299900,-8978.072028,-308878.072,,
299900,-8765.653657,-308665.6537,,
299900,-9129.885597,-309029.8856,,
299800,-8751.772838,-308551.7728,,
299750,-9226.182779,-308976.1828,,
299500,-9404.676315,-308904.6763,,
299500,-9291.31405,-308791.314,,
299500,-8367.16884,-307867.1688,,
299500,-8733.911269,-308233.9113,,
299500,-9468.419269,-308968.4193,,
299000,-8831.654175,-307831.6542,,
299000,-8831.654175,-307831.6542,,
299000,-8884.438424,-307884.4384,,
299000,-9051.196311,-308051.1963,,
299000,-9011.548948,-308011.5489,,
299000,-9269.021876,-308269.0219,,
299000,-8886.301271,-307886.3013,,
299000,-9085.819857,-308085.8199,,
299000,-9476.64541,-308476.6454,,
299000,-8890.539299,-307890.5393,,
299000,-9503.572351,-308503.5724,,
299000,-8551.513323,-307551.5133,,
299000,-8900.093323,-307900.0933,,
299000,-8900.093323,-307900.0933,,
299000,-9161.298611,-308161.2986,,
299000,-9318.334639,-308318.3346,,
299000,-9107.20097,-308107.201,,
299000,-9107.20097,-308107.201,,
299000,-8726.691745,-307726.6917,,
299000,-9145.123179,-308145.1232,,
299000,-9254.216681,-308254.2167,,
299000,-9091.805225,-308091.8052,,
299000,-9357.649684,-308357.6497,,
299000,-8978.949072,-307978.9491,,
299000,-9209.131627,-308209.1316,,
299000,-8877.687215,-307877.6872,,
299000,-9268.828573,-308268.8286,,
299000,-9232.486454,-308232.4865,,
299000,-9346.541133,-308346.5411,,
299000,-9515.185125,-308515.1851,,
299000,-9289.365592,-308289.3656,,
299000,-8566.230339,-307566.2303,,
299000,-9017.011417,-308017.0114,,
299000,-8803.581732,-307803.5817,,
299000,-8390.585501,-307390.5855,,
299000,-9094.783497,-308094.7835,,
299000,-8406.639635,-307406.6396,,
299000,-8407.24249,-307407.2425,,
299000,-8436.85601,-307436.856,,
299000,-8449.838139,-307449.8381,,
299000,-8551.501206,-307551.5012,,
299000,-8562.715545,-307562.7155,,
299000,-8578.189726,-307578.1897,,
299000,-8603.43999,-307603.44,,
299000,-8613.598147,-307613.5981,,
299000,-8963.819142,-307963.8191,,
299000,-8637.954888,-307637.9549,,
299000,-9056.455396,-308056.4554,,
299000,-8988.416841,-307988.4168,,
299000,-9081.577089,-308081.5771,,
299000,-8685.023816,-307685.0238,,
298950,-8871.285256,-307821.2853,,
298900,-8998.850296,-307898.8503,,
298900,-9450.931928,-308350.9319,,
298900,-8997.49341,-307897.4934,,
298800,-9000.021841,-307800.0218,,
298550,-9671.879224,-308221.8792,,
298500,-8789.911343,-307289.9113,,
298500,-9389.967769,-307889.9678,,
298327,-8638.656287,-306965.6563,,
298000,-8499.779349,-306499.7793,,
298000,-9207.011902,-307207.0119,,
298000,-9261.424755,-307261.4248,,
298000,-9116.70003,-307116.7,,
298000,-9064.20592,-307064.2059,,
298000,-9298.563079,-307298.5631,,
297999,-8976.560896,-306975.5609,,
297900,-8651.904572,-306551.9046,,
297500,-9473.166999,-306973.167,,
297500,-9473.166999,-306973.167,,
297000,-9103.929736,-306103.9297,,
297000,-9300.404518,-306300.4045,,
297000,-9300.404518,-306300.4045,,
296500,-9629.494926,-306129.4949,,
295700,-8897.470666,-304597.4707,,
295600,-8903.635174,-304503.6352,,
295500,-8891.602836,-304391.6028,,
295000,-8990.720959,-303990.721,,
295000,-8656.448748,-303656.4487,,
295000,-8929.820762,-303929.8208,,
295000,-9140.176365,-304140.1764,,
295000,-8859.263812,-303859.2638,,
295000,-8834.888233,-303834.8882,,
295000,-8834.888233,-303834.8882,,
295000,-9275.094823,-304275.0948,,
295000,-9711.328013,-304711.328,,
295000,-9302.438916,-304302.4389,,
295000,-8450.917831,-303450.9178,,
295000,-8989.437605,-303989.4376,,
295000,-9667.883132,-304667.8831,,
295000,-9321.621698,-304321.6217,,
295000,-8988.052368,-303988.0524,,
295000,-8886.612845,-303886.6128,,
295000,-9114.33005,-304114.3301,,
295000,-9296.609671,-304296.6097,,
295000,-8540.467839,-303540.4678,,
295000,-9578.476125,-304578.4761,,
295000,-9719.276984,-304719.277,,
295000,-9059.940836,-304059.9408,,
295000,-9329.963987,-304329.964,,
295000,-9620.775944,-304620.7759,,
295000,-9185.610305,-304185.6103,,
295000,-9111.943537,-304111.9435,,
295000,-9114.191552,-304114.1916,,
295000,-8823.979057,-303823.9791,,
295000,-8883.436932,-303883.4369,,
295000,-9187.08975,-304187.0898,,
295000,-9121.52957,-304121.5296,,
295000,-9252.976744,-304252.9767,,
